SID,Network,Name,Elevation,State,Lon,Lat,SPI,alpha_ref,beta_ref
USS0016E05S,GHCN,ELK BUTTE,"5690",ID,-116.120000000000005,46.840000000000003,0.613444179299928,0.156068469259957,1.041877984195284
USS0016E05S,GHCN,WEST BRANCH,"5560",ID,-116.450000000000003,45.070000000000000,-0.395839540812639,0.164077410223828,0.839111435909178
USS0016E05S,GHCN,BRUNDAGE RESERVOIR,"6250",ID,-116.129999999999995,45.039999999999999,-0.076442230484750,0.216926349194280,1.232548635374096
"113879",GHCN,BEAR SADDLE,"6180",ID,-116.980000000000004,44.609999999999999,-0.886766785196847,0.280431754011791,1.068980991401300
"113879",GHCN,BEAR BASIN,"5350",ID,-116.140000000000001,44.950000000000003,0.288954537819371,0.165629607426098,0.773231285233369
"113879",GHCN,SOUTH MTN.,"6500",ID,-116.900000000000006,42.759999999999998,-0.968882111401336,0.146413232572289,0.552099784358650
"113879",GHCN,MUD FLAT,"5730",ID,-116.560000000000002,42.600000000000001,0.147374200869759,0.290241432799451,0.803225659775082
"113879",Coop,CHICAGO OHARE INTL AP,"672",IL,-87.931640000000002,41.960169999999998,-0.472241487490687,0.052958897967867,1.157717320740283
"112140",Coop,ALEDO,"734",IL,-90.741870000000006,41.206930000000000,-0.258008285084030,0.066806359028071,1.472346616592451
"112140",Coop,ANNA 4 N,"593",IL,-89.248490000000004,37.522329999999997,0.702448988190268,0.072166993565035,1.447189807166141
"112140",Coop,AURORA WATER,"675",IL,-88.309250000000006,41.780380000000001,-0.297762152869553,0.051083862861233,1.151522977075935
"112140",Coop,CHARLESTON,"700",IL,-88.165199999999999,39.476199999999999,0.743084123460589,0.058931469974061,1.230157164341027
"114198",Coop,DECATUR WTP,"639",IL,-88.950500000000005,39.828800000000001,0.790322751018618,0.066651323295919,1.334795198760980
"114198",Coop,DIXON WWTP,"650",IL,-89.513639999999995,41.834969999999998,-0.763595788909632,0.043516727816696,1.087280666068297
"114198",Coop,DU QUOIN 4 SE,"420",IL,-89.192999999999998,37.987699999999997,0.364053627793989,0.064436833074029,1.422903019854319
"114198",Coop,HILLSBORO,"630",IL,-89.492009999999993,39.161029999999997,0.207480401637070,0.091985820827678,1.917712335382166
"115833",Coop,JACKSONVILLE 2E,"610",IL,-90.197900000000004,39.734600000000000,-0.239607146319239,0.086887902529904,1.834824716313720
"115833",Coop,LA HARPE,"678",IL,-90.980369999999994,40.583570000000002,0.142762696936800,0.060770001607052,1.300772971934661
"115833",Coop,LINCOLN,"583",IL,-89.338700000000003,40.152000000000001,0.207053631807698,0.067951557083216,1.621320266635795
"115833",Coop,MINONK,"750",IL,-89.033779999999993,40.912540000000000,-1.096504508735041,0.072117210273199,1.503617115038280
"118740",Coop,MOUNT CARROLL,"708",IL,-89.983189999999993,42.097259999999999,0.071796633208113,0.045444068705772,1.127036197621011
"118740",Coop,OLNEY 2S,"459",IL,-88.081930000000000,38.700429999999997,0.592121492236775,0.043184334246282,1.009912027465393
"118740",Coop,OTTAWA 4SW,"545",IL,-88.909710000000004,41.328170000000000,0.199292250789065,0.059987264296369,1.224049992523937
"118740",Coop,PANA,"650",IL,-89.086699999999993,39.368699999999997,0.044017722845209,0.069216854451497,1.473466389439618
"118740",Coop,PARIS STP,"649",IL,-87.667199999999994,39.618499999999997,-0.228785931541179,0.049712004670645,0.998996384788632
"117487",Coop,WALNUT,"700",IL,-89.598950000000002,41.551890000000000,-0.436389259976534,0.058917964639141,1.331769998041150
"117487",Coop,WHITE HALL 1 E,"580",IL,-90.378799999999998,39.440800000000003,-0.212879515378387,0.092315919510492,1.936172562189367
"117487",Coop,WINDSOR,"690",IL,-88.596199999999996,39.445900000000002,0.562785451533126,0.072528753427121,1.368262383729056
"117487",Coop,SMITHLAND LOCK & DAM,"357",IL,-88.431100000000001,37.164400000000001,-0.424102682281592,0.054205056091259,1.153991994833765
"117487",Coop,OLMSTED LOCK AND DAM,"375",IL,-89.065860000000001,37.184570000000001,0.200417074034196,0.082145909770778,1.557939146806285
"111491",Coop,CARBONDALE SEWAGE PLANT,"390",IL,-89.165800000000004,37.730800000000002,-0.555853618974862,0.070578459305391,1.489027774909671
"111491",Coop,WEST FRANKFORT,"430",IL,-88.931860000000000,37.913559999999997,-1.000960180289005,0.067682391299532,1.394342338544361
"111491",Coop,PLUMFIELD,"393",IL,-89.009110000000007,37.894869999999997,-0.017292448723558,0.074234286164864,1.466959747096854
"117157",Coop,KASKASKIA RIVER NAVIGATION LOCK,"390",IL,-89.946849999999998,37.983519999999999,-0.055721913115220,0.039798369589609,0.820432404896376
"117157",Coop,STEELEVILLE,"430",IL,-89.650890000000004,38.003189999999996,-0.202682727724382,0.055524943468090,1.110377572885035
"117157",Coop,PINCKNEYVILLE 2 N,"430",IL,-89.381900000000002,38.097999999999999,-0.262248802721112,0.061779527293937,1.358902183327793
"111290",Coop,WATERLOO 6SW,"730",IL,-90.233009999999993,38.270029999999998,1.170399960859069,0.045910079685427,0.913790873015790
"111290",Coop,1 ENE FAIRFIELD,"462",IL,-88.350170000000006,38.390549999999998,0.302006329153603,0.038896225195223,0.800402814660508
"111290",Coop,CENTRALIA,"485",IL,-89.129769999999994,38.555560000000000,0.904829679048606,0.066678873186058,1.454542381061720
"111290",Coop,CLAY CITY 6SSE,"460",IL,-88.311700000000002,38.605800000000002,0.146375525369230,0.064160288232442,1.545497581410433
"114317",Coop,HIGHLAND,"520",IL,-89.652990000000003,38.730820000000001,0.332445751644644,0.065552587742759,1.580400801611753
"114317",Coop,EDWARDSVILLE 2 W,"465",IL,-90.003439999999998,38.809339999999999,-0.110817897429783,0.064271096252593,1.590793206141380
"114317",Coop,ALTON - MELVIN PRICE L&D,"405",IL,-90.148859999999999,38.867019999999997,-0.574673997497853,0.069223667682429,1.531420749176602
"114317",Coop,VANDALIA,"490",IL,-89.095179999999999,38.957880000000003,-1.735817405904753,0.062181247168987,1.369394192576325
"114317",Coop,MT OLIVE 1 E,"670",IL,-89.701380000000000,39.072730000000000,-1.477861264582127,0.051497550085339,1.150263553340113
"117876",Coop,JERSEYVILLE 2 SW,"610",IL,-90.343149999999994,39.102460000000001,-0.986153502503809,0.075973505391434,1.665606762006338
"117876",Coop,BEECHER CITY,"608",IL,-88.782660000000007,39.181220000000003,-0.728836832093357,0.088627557318765,1.886874770459700
"117876",Coop,MEDORA 1 S,"607",IL,-90.139179999999996,39.156160000000000,-0.396502512965264,0.081402115266438,1.746839184818908
"117876",Coop,CASEY,"620",IL,-87.974599999999995,39.297499999999999,-0.075823344447060,0.078002815393124,1.639896339121622
"117876",Coop,MORRISONVILLE,"630",IL,-89.461500000000001,39.415700000000001,-0.042781119831465,0.084108242526226,1.555929745970911
"114447",Coop,MATTOON,"700",IL,-88.355099999999993,39.472999999999999,0.271843363208894,0.080533103783218,1.656295583373175
"114447",Coop,SULLIVAN 3S,"640",IL,-88.609200000000001,39.559899999999999,0.599147124630999,0.098119957810590,2.030427760480457
"114447",Coop,MOWEAQUA 2S,"625",IL,-89.015900000000002,39.587899999999998,0.934765299087897,0.061800954181989,1.281905612866118
"114447",Coop,PITTSFIELD NO 2,"680",IL,-90.803359999999998,39.619770000000003,0.506223056667238,0.069773745654245,1.524950721290610
"115927",Coop,TUSCOLA,"651",IL,-88.291060000000002,39.794649999999997,0.292468573986599,0.053674632176610,1.153089163911732
"115927",Coop,SPRINGFIELD ABRAHAM LINCOLN CAPITAL AP,"590",IL,-89.684010000000001,39.845289999999999,0.629395446091239,0.085552830740487,1.788060285606657
"115927",Coop,SIDELL 4N,"672",IL,-87.822800000000001,39.967700000000001,0.106101658225110,0.039785030850382,0.838958638305238
"115927",Coop,QUINCY REGIONAL AIRPORT,"760",IL,-91.196610000000007,39.937089999999998,-0.354990545702305,0.082207701537972,1.721090881487528
"115927",Coop,QUINCY DAM 21,"483",IL,-91.428319999999999,39.903550000000003,-1.129796075179784,0.095370448965314,1.889388275572279
"110761",Coop,DANVILLE SEWAGE PLANT,"536",IL,-87.596100000000007,40.101900000000001,0.714116445807194,0.052711380924628,1.093844227567393
"110761",Coop,CLINTON 1SSW,"695",IL,-88.967100000000002,40.137500000000003,-0.118336771550115,0.065830419229702,1.333258654753963
"110761",Coop,AUGUSTA,"668",IL,-90.946680000000001,40.233190000000000,-0.063468332537581,0.067452790447639,1.563073930941984
"110761",Coop,BENTLEY,"650",IL,-91.112399999999994,40.344400000000000,0.035792900306919,0.063483954369426,1.448469987059523
"110761",Coop,MACOMB,"610",IL,-90.669799999999995,40.478600000000000,-0.178272686664570,0.065763981813440,1.387781695359125
"112923",Coop,NORMAL 4NE,"790",IL,-88.949680000000001,40.549169999999997,-0.631937826354647,0.049396392187081,1.052347842391444
"112923",Coop,MACKINAW 3WSW,"662",IL,-89.420699999999997,40.524079999999998,-0.004824372201145,0.100635315618892,2.288043034118458
"112923",Coop,CANTON,"640",IL,-90.042100000000005,40.537900000000000,1.182987851658400,0.084416852334224,1.910259536580580
"112923",Coop,CONGERVILLE 2NW,"640",IL,-89.241500000000002,40.621099999999998,0.499952281497377,0.056428777081998,1.098728396060389
"112923",Coop,GENERAL WAYNE A. DOWNING INTERNATIONAL AP,"655",IL,-89.684179999999998,40.667470000000002,-0.225541806359945,0.061784897514310,1.201394534831860
"113320",Coop,AVON,"640",IL,-90.444699999999997,40.663200000000003,0.368296012072594,0.053680507563113,1.177163050325538
"113320",Coop,WATSEKA PUBLIC WORKS,"627",IL,-87.737189999999998,40.783099999999997,-0.399386610147224,0.080648097609137,1.805354234555633
"113320",Coop,GLADSTONE L/D 18,"538",IL,-91.023399999999995,40.882100000000001,0.112859681009253,0.056813103411898,1.253214865355696
"114710",Coop,LACON,"458",IL,-89.415300000000002,41.018700000000003,0.043715465351216,0.052245018584226,1.098811749254411
"114710",Coop,KANKAKEE WWTP,"600",IL,-87.885639999999995,41.135060000000003,-0.140084667710293,0.065115511328990,1.401665742734498
"114710",Coop,STREATOR 2SE,"606",IL,-88.816000000000003,41.090649999999997,-0.095700118304257,0.041616865138097,0.908794071727528
"114710",Coop,NEW BOSTON DAM 17,"547",IL,-91.057370000000006,41.192540000000001,0.861533391425875,0.070126501069043,1.404011052081416
"115751",Coop,PEOTONE,"718",IL,-87.789079999999998,41.333829999999999,-0.729351712291018,0.042797796527014,1.112865020093408
"115751",Coop,MARSEILLES LOCK/DAM,"487",IL,-88.753209999999996,41.328360000000004,-0.791574478336162,0.054072315111044,1.206435524907719
"115751",Coop,ILLINOIS CITY DAM 16,"550",IL,-91.009399999999999,41.425500000000000,0.496627533748643,0.054113530020999,1.173912428451598
"115751",Coop,GENESEO,"639",IL,-90.148700000000005,41.451099999999997,0.053600537030604,0.049649854303776,1.137718339101129
"112223",Coop,PARK FOREST WATER,"710",IL,-87.679509999999993,41.494529999999997,-0.933601654792915,0.052432452952603,1.264442104943481
"112223",Coop,JOLIET BRANDON ROAD LOCK/DAM,"543",IL,-88.103390000000005,41.503390000000003,-0.631556048239742,0.051524552295657,1.204430615559064
"112223",Coop,PAW PAW 2S,"889",IL,-88.977969999999999,41.665329999999997,-0.182802505249483,0.042237717961398,0.908893112307495
"112223",Coop,LISLE - MORTON ARBORETUM,"677",IL,-88.072749999999999,41.812710000000003,-1.102732321243130,0.029210984182487,0.697742547625316
"110583",Coop,FULTON L&D # 13,"592",IL,-90.154499999999999,41.897799999999997,0.441765594315066,0.057581396019506,1.151207178484829
"110583",Coop,OREGON,"678",IL,-89.327860000000001,42.005440000000000,-0.083916506899326,0.072439165719229,1.558349121471781
"110583",Coop,BARRINGTON 3SW,"883",IL,-88.163960000000003,42.115220000000001,-0.951266818925824,0.051038073968991,1.253848727204367
"110583",Coop,ROCKFORD GREATER ROCKFORD AP,"725",IL,-89.093350000000001,42.193249999999999,-0.187548931232222,0.041665073489715,0.983925881761835
"110583",Coop,MCHENRY STRATTON LOCK/DAM,"736",IL,-88.253339999999994,42.309800000000003,-0.119418050174791,0.043392351784160,0.983763462022388
"112745",Coop,FREEPORT WASTEWATER PLANT,"750",IL,-89.603800000000007,42.297199999999997,-0.708610581764525,0.053304903152903,1.333115918352649
"112745",Coop,STOCKTON 3NNE,"970",IL,-89.990200000000002,42.399600000000000,-0.163916906228430,0.071054354510219,1.842005279656864
"112745",Coop,HARVARD WWTP,"916",IL,-88.625140000000002,42.415419999999997,-0.087620500378692,0.049768445954841,1.173169555247276
"112745",Coop,LAWRENCEVILLE 2WSW,"451",IL,-87.719600000000000,38.723900000000000,-0.151503423122838,0.034372402119823,0.744980170933509
"112745",Coop,ROCK ISLAND L&D 15,"568",IL,-90.564700000000002,41.518000000000001,0.689462331020655,0.047865929437298,1.115872645221605
"112048",Coop,PAXTON,"797",IL,-88.101259999999996,40.458820000000003,0.338015998473924,0.070101860479515,1.545672424945812
"112048",Coop,CARMI 4 NE,"386",IL,-88.173400000000001,38.082599999999999,0.178033262760000,0.068632675962981,1.520595504760323
"112048",Coop,BOURBONNAIS 3NW,"658",IL,-87.935299999999998,41.175800000000002,-0.403486617529332,0.057285011022920,1.223699775081075
"112048",Coop,PETERSBURG 1E,"600",IL,-89.834500000000006,40.016249999999999,0.382954183237043,0.060783239171385,1.363073824480548
"117150",Coop,DWIGHT WWTP,"625",IL,-88.410889999999995,41.106729999999999,-1.148585595057555,0.077172110440161,1.596349582868868
"117150",Coop,ROMEOVILLE WFO,"660",IL,-88.084969999999998,41.604129999999998,-0.935835950998357,0.046624791551455,1.100195746978588
"117150",Coop,LITTLE RED SCHOOL HOUSE,"719",IL,-87.876949999999994,41.708829999999999,-0.350899122074383,0.067869623874547,1.585454259753216
"110510",Coop,CHICAGO MIDWAY AP 3SW,"620",IL,-87.777339999999995,41.737270000000002,-0.044182882314060,0.056434261424479,1.330154936606027
"110510",Coop,CHICAGO MIDWAY AP 3SW,"620",IL,-87.777339999999995,41.737270000000002,-0.044182882314060,0.056434261424479,1.330154936606027
"111166",Coop,MT VERNON 3 NE,"490",IL,-88.859800000000007,38.362000000000002,0.002942888494120,0.059257465889092,1.168046749677256
"111166",Coop,SALEM,"550",IL,-88.945859999999996,38.640270000000001,1.113896491426620,0.066405133889484,1.645635692056929
"126151",Coop,ELGIN WATER,"745",IL,-88.286169999999998,42.062779999999997,-0.848313834364112,0.052892539022590,1.261972356784814
"126151",Coop,HARTFORD CITY 4 ESE,"924",IN,-85.289100000000005,40.435499999999998,-0.915247844062886,0.049784528794020,1.116916366565092
"126151",Coop,TELL CITY,"390",IN,-86.774699999999996,37.953000000000003,0.075560317652990,0.041113397174330,0.921039431778744
"127125",Coop,EVANSVILLE MUSEUM,"374",IN,-87.573049999999995,37.965000000000003,-0.988867849641724,0.044362386352240,0.944257932478181
"127125",Coop,MOUNT VERNON,"357",IN,-87.895499999999998,37.928600000000003,-0.297989445026132,0.054976964748030,1.099429560023695
"127125",Coop,BOONVILLE 1S,"400",IN,-87.273600000000002,38.030200000000001,-0.109892925594924,0.043407914683939,1.002257487756114
"127125",Coop,EVANSVILLE REGIONAL AP,"402",IN,-87.514650000000003,38.050150000000002,-0.733859866890571,0.062241563863593,1.345767419619001
"129605",Coop,SHOALS 8 S,"477",IN,-86.794399999999996,38.552900000000001,-0.856703503567721,0.044566886041771,1.007201704034657
"129605",Coop,WASHINGTON 1 W,"482",IN,-87.198899999999995,38.648899999999998,-1.396080251257960,0.055271552787927,1.148866288093603
"122825",Coop,OOLITIC PURDUE EX FRM,"649",IN,-86.551689999999994,38.888550000000002,0.670727153499313,0.049909172399614,1.088961184983743
"122825",Coop,SEYMOUR 1 WSW,"567",IN,-85.904520000000005,38.954300000000003,-0.235834527335632,0.044823615774634,0.990716353316380
"122825",Coop,NORTH VERNON 2 ESE,"719",IN,-85.599559999999997,39.000979999999998,0.129115006804646,0.046327035275189,1.044172345442343
"122825",Coop,ANDERSON 1 N,"843",IN,-85.681309999999996,40.116700000000002,-0.165286704601643,0.041651356712831,0.895567105011202
"124711",Coop,MUNCIE,"966",IN,-85.349699999999999,40.182499999999997,-1.004736623772656,0.053189803402069,1.089803443635799
"124711",Coop,TIPTON 5 SW,"890",IN,-86.108599999999996,40.223300000000002,-0.048784554277531,0.046168183659224,0.970091948156248
"124711",Coop,FRANKFORT DISPOSAL,"824",IN,-86.506600000000006,40.298600000000000,-0.906445944601978,0.053647973535245,1.145953572396365
"124711",Coop,LAFAYETTE 8 S,"732",IN,-86.902699999999996,40.296300000000002,-0.570053087786538,0.041119902696783,0.891566255825485
"124711",Coop,KOKOMO 3 WSW,"822",IN,-86.175799999999995,40.458199999999998,0.434630571577043,0.058560620576155,1.363412480660081
"129138",Coop,LAFAYETTE PURDUE UNIVERSITY AP,"596",IN,-86.947389999999999,40.412360000000000,-0.137113284430707,0.041811663803008,0.788404738449261
"129138",Coop,WEST LAFAYETTE 6 NW,"708",IN,-86.991900000000001,40.475000000000001,0.060970386182406,0.038525304621653,0.825733484122055
"129138",Coop,MARION 2 N,"790",IN,-85.658600000000007,40.579999999999998,-0.348479575160386,0.050464146672988,1.096044215087108
"129138",Coop,BERNE WWTP,"839",IN,-84.930000000000007,40.668300000000002,-1.284941790838227,0.042643022389227,0.957138178837907
"129670",Coop,PERU,"660",IN,-86.073999999999998,40.764600000000002,-0.431143329075817,0.055865599074630,1.253823189860000
"129670",Coop,DECATUR 1 N,"785",IN,-84.929900000000004,40.848300000000002,-0.616704744472307,0.058681970329218,1.292563824457529
"129670",Coop,HUNTINGTON,"731",IN,-85.498800000000003,40.856000000000002,-0.581579936768011,0.038978396023173,0.880863588605609
"129670",Coop,RENSSELAER WWTP,"658",IN,-87.175389999999993,40.923859999999998,0.129743924376834,0.064751094113618,1.527269891238801
"129222",Coop,ROCHESTER,"760",IN,-86.209599999999995,41.066499999999998,-0.034169801353617,0.025648232989395,0.603312773433528
"129222",Coop,COLUMBIA CITY,"834",IN,-85.489800000000002,41.145200000000003,-1.027773637154788,0.047488379230482,1.017082784799132
"129222",Coop,WARSAW,"815",IN,-85.867699999999999,41.263399999999997,-0.035037983334070,0.039088812656836,0.908798527546323
"129222",Coop,KNOX WWTP,"690",IN,-86.628500000000003,41.305300000000003,0.155876043155173,0.039667473771892,0.988046474108724
"128187",Coop,GOSHEN 3SW,"875",IN,-85.882499999999993,41.557499999999997,0.062011359853677,0.033263156442959,0.728895677022295
"128187",Coop,ANGOLA,"1020",IN,-85.018299999999996,41.663899999999998,0.044575608509209,0.040526729607083,0.845330711096537
"128187",Coop,LAPORTE,"809",IN,-86.729699999999994,41.611600000000003,-0.847317401718550,0.038148260529324,0.878433150391772
"127959",Coop,VINCENNES 5 NE,"452",IN,-87.487700000000004,38.738599999999998,-1.164896663560522,0.027735202575302,0.640950070344743
"127959",Coop,CRAWFORDSVILLE 6 SE,"836",IN,-86.801100000000005,40.002800000000001,-0.901139244282194,0.056531660954098,1.188504404496669
"127959",Coop,PLYMOUTH,"815",IN,-86.335800000000006,41.339199999999998,-0.265645810106152,0.040962725504149,0.943333430578718
"127959",Coop,WARSAW 5SW,"850",IN,-85.919200000000004,41.171900000000001,0.253055800850751,0.030009324855176,0.675461520520623
"126401",Coop,INDIANA DUNES NATIONAL PARK,"683",IN,-87.088030000000003,41.631779999999999,-0.843424269835267,0.053281085269139,1.229995741330435
"126401",Coop,CHALMERS 5 W,"720",IN,-86.954999999999998,40.665300000000002,-0.203417728701992,0.038055529610840,0.878979931666383
"126401",Coop,FRANCESVILLE,"676",IN,-86.881299999999996,40.989179999999998,0.000613484207472,0.068413832887644,1.636665202008855
"126401",Coop,PENCE 1 SW,"700",IN,-87.525000000000006,40.352200000000003,0.566389100728172,0.049513037679988,1.074412416280931
"120784",Coop,FRANKLIN WWTP,"720",IN,-86.041210000000007,39.468400000000003,0.193628911468455,0.059593998770787,1.252612773850348
"120784",Coop,FORT WAYNE INTL AP,"797",IN,-85.206360000000004,40.972479999999997,-1.836171659476720,0.040868701083741,0.885949006696718
"125407",Coop,COLUMBUS,"609",IN,-85.922700000000006,39.165999999999997,-1.139708859503393,0.073822791670128,1.620785500204142
"125407",Coop,FARMERSBURG TV-2,"548",IN,-87.390500000000003,39.242500000000000,-0.916287681959705,0.041063281458567,0.831714434282861
"125407",Coop,BOWLING GREEN 1 W,"601",IN,-87.039900000000003,39.385399999999997,-0.094643778616875,0.036509254561391,0.844285595558297
"125407",Coop,BROOKVILLE,"630",IN,-85.014449999999997,39.423870000000001,0.582641627781776,0.068065660998433,1.309735423647947
"127522",Coop,SHELBYVILLE SEWAGE PLANT,"752",IN,-85.791399999999996,39.528199999999998,-0.528273567986216,0.048150502616688,1.006587377914152
"127522",Coop,RUSHVILLE,"948",IN,-85.453199999999995,39.604199999999999,-0.172451821457922,0.058587744140392,1.274353862627573
"127522",Coop,INDIANAPOLIS INTL AP,"792",IN,-86.281599999999997,39.725149999999999,-0.104626458211310,0.067429873082642,1.388809869721324
"127522",Coop,GREENFIELD,"869",IN,-85.761099999999999,39.785800000000002,-0.949487223901680,0.053279126183775,1.244997514965619
"147046",Coop,RICHMOND WATER WORKS,"1005",IN,-84.877899999999997,39.854399999999998,-0.195874441004556,0.078661067965956,1.579919783779625
"147046",Coop,NEW CASTLE 3 SW,"991",IN,-85.395300000000006,39.894199999999998,-1.602052034341391,0.039607473377616,0.832994306726416
"147046",Coop,WHITESTOWN,"941",IN,-86.354299999999995,39.996200000000002,-1.406268410197798,0.100075977454766,1.710532373998041
"147046",Coop,PERRYSVILLE 4 WNW,"611",IN,-87.506600000000006,40.073799999999999,0.214568857896809,0.032334976928095,0.654464689076704
"140548",Coop,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT,"1318",KS,-97.429990000000004,37.647530000000003,-0.347029673895627,0.106224458297103,2.269096651824737
"140548",Coop,ELKHART,"3599",KS,-101.886600000000001,37.005699999999997,-0.409050257763043,0.102008019641322,1.396424483576211
"141740",Coop,LIBERAL,"2834",KS,-100.906899999999993,37.030900000000003,-0.456477633916591,0.139237386909312,2.028494356580663
"148670",Coop,OSWEGO 1 N,"835",KS,-95.103999999999999,37.175100000000000,-0.264696526812495,0.057970839985988,1.389983933954241
"148670",Coop,MOUND VALLEY 3 WSW,"794",KS,-95.450260000000000,37.188020000000002,-0.369033686106673,0.073584072881397,1.862009402186776
"140308",Coop,ASHLAND,"1970",KS,-99.763199999999998,37.194099999999999,0.161904341616959,0.110455566201237,1.696371831591950
"140308",Coop,INDEPENDENCE,"805",KS,-95.700199999999995,37.236300000000000,-1.166344173573850,0.089942114338887,2.237689459886270
"143248",Coop,COLDWATER,"2113",KS,-99.321389999999994,37.269489999999998,0.138153071525143,0.099975902518325,1.713199665146156
"143248",Coop,RICHFIELD,"3404",KS,-101.788409999999999,37.264499999999998,1.723882202660782,0.073433928966003,1.021379494788654
"143248",Coop,PITTSBURG,"908",KS,-94.702420000000004,37.390169999999998,-1.672374071627205,0.069058535194918,1.693854833082528
"143248",Coop,PARSONS 2 NW,"910",KS,-95.288100000000000,37.367669999999997,-0.275558278175194,0.079589898246609,1.996223416407660
"143248",Coop,LONGTON,"915",KS,-96.081400000000002,37.383299999999998,-1.499140769668046,0.086322127062750,2.122133079913208
"143822",Coop,GALESBURG 1NNE,"989",KS,-95.351939999999999,37.485669999999999,-0.886439303631333,0.097308862453323,2.413647127243824
"141104",Coop,GIRARD,"990",KS,-94.839399999999998,37.508099999999999,-1.251805518831064,0.081320568000647,1.900842946497191
"141104",Coop,FREDONIA,"893",KS,-95.826999999999998,37.533999999999999,-0.743017602575575,0.122154736814170,2.848443196188554
"141104",Coop,WILLOWDALE 1 SW,"1660",KS,-98.311599999999999,37.504600000000003,-0.193612494164353,0.120305853660827,2.455822422366237
"146549",Coop,KINGMAN,"1547",KS,-98.125000000000000,37.645400000000002,0.649560675585413,0.093330455542679,1.861780622020263
"142164",Coop,GREENSBURG,"2243",KS,-99.302239999999998,37.602550000000001,0.537790294428239,0.084204874799185,1.475978835087131
"142164",Coop,CHANUTE MARTIN JOHNSON AIRPORT,"980",KS,-95.484620000000007,37.670499999999997,-0.791067478009254,0.094976635672606,2.169615840013448
"141522",Coop,ROSALIA 1NW,"1476",KS,-96.638300000000001,37.823500000000003,-0.935628420786485,0.086110429542028,2.065686678408998
"141522",Coop,EL DORADO,"1290",KS,-96.844399999999993,37.818199999999997,-1.098103131041879,0.109104869991174,2.660900984437572
"141522",Coop,OFFERLE 5 S,"2248",KS,-99.550500000000000,37.824399999999997,0.600999685202797,0.076357200299542,1.411059074631571
"143984",Coop,YATES CENTER,"1112",KS,-95.727649999999997,37.883310000000002,-0.909258821052865,0.110944726534590,2.690993203205965
"143984",Coop,MOUNT HOPE,"1440",KS,-97.664800000000000,37.865800000000000,-0.538038627510205,0.102025467239787,1.984950354321640
"143984",Coop,BELLEFONT 3S.,"2365",KS,-99.654100000000000,37.826000000000001,0.806619365237601,0.072558274224119,1.253833770965856
"140135",Coop,HUTCHINSON 10 SW,"1549",KS,-98.029600000000002,37.931100000000001,-1.009824564323980,0.086796922888576,1.558416689856049
"140135",Coop,GARDEN CITY REGIONAL AP,"2878",KS,-100.724279999999993,37.922080000000001,0.490197165621885,0.094734884026362,1.356778994718860
"140135",Coop,LAKIN,"2998",KS,-101.249200000000002,37.941200000000002,0.330241616210981,0.090579291709098,1.245524704187364
"140135",Coop,GARDEN CITY EXP STA,"2890",KS,-100.812100000000001,37.993000000000002,1.375277870868242,0.088297525377503,1.285559060183056
"145210",Coop,TRIBUNE 1W,"3634",KS,-101.772970000000001,38.466140000000003,-0.013859070565725,0.086194082384244,1.205266364613274
"146685",Coop,LINDSBORG 3E,"1319",KS,-97.608300000000000,38.586599999999997,-0.634316140762996,0.067694195619321,1.392637576057071
"143554",Coop,OSAGE CITY,"1094",KS,-95.802999999999997,38.636099999999999,-0.079793194830262,0.100558710124130,2.331481554234782
"143554",Coop,KANOPOLIS LAKE,"1492",KS,-97.959599999999995,38.607799999999997,-0.699790159520994,0.070049167361903,1.287714453742720
"142459",Coop,BUSHONG 5 W,"1250",KS,-96.347960000000000,38.644129999999997,-0.559544106399686,0.084523580305132,1.898571548135970
"142459",Coop,COUNCIL GROVE LAKE,"1315",KS,-96.509600000000006,38.675800000000002,-0.814864357314990,0.079320815525248,1.748738535097779
"142459",Coop,HERINGTON,"1338",KS,-96.949250000000006,38.665329999999997,-1.320885279219622,0.053323058224768,1.162713714062843
"140195",Coop,WHITE CITY,"1458",KS,-96.727029999999999,38.796399999999998,-0.662047978870132,0.071818228309111,1.627209174355717
"140195",Coop,CEDAR BLUFF DAM,"2135",KS,-99.722999999999999,38.797800000000002,0.843673303283260,0.086209957275776,1.395577566293064
"140195",Coop,ESKRIDGE,"1411",KS,-96.105800000000002,38.859200000000001,-0.475843006663823,0.050375465288660,1.190553489084185
"141730",Coop,HAYS,"1990",KS,-99.316900000000004,38.866900000000001,0.111534499447327,0.055912222492967,1.043970527618993
"141730",Coop,CLINTON LAKE,"980",KS,-95.339600000000004,38.940700000000000,-0.568456813604943,0.105980625085437,2.426861006973194
"148946",Coop,RUSSELL SPRINGS 3N,"3064",KS,-101.166480000000007,38.961759999999998,-0.158242343699510,0.063040105727682,0.915159580088324
"148946",Coop,CHAPMAN,"1112",KS,-97.018330000000006,38.969149999999999,-0.313221738307452,0.061230954267441,1.343266006458553
"145132",Coop,LINCOLN 1 SE,"1401",KS,-98.129999999999995,39.029400000000003,-0.096990516111656,0.045811149787090,0.873247479772592
"145132",Coop,WAKEENEY,"2445",KS,-99.872100000000003,39.014699999999998,0.018536482513203,0.072874818796500,1.191126336629473
"145132",Coop,TOPEKA ASOS,"880",KS,-95.626019999999997,39.072460000000000,0.213076847885946,0.067856156531072,1.541065307418094
